id,Newid,gleba,plot,num,den,rate,people,arrival,goods,chainsaw,planter,Hhedu,Hhwedu,knowledge,dirtwater,bednet,DDT,insecticide,tea,region,pasture,cleared,rooms,wall,roof,sealing,getwater,bath,topography,how got,whysold,dforest,driver,dwater,dwell,loan-agr,loan-part,loan-eq,community,livedrural+1y,chickenpork,dcurral,arrivRO,rice,corn,bean,cassava,coffee,cocoa,banana,rubber,guarana,nut,pepper,Dist.neighb,900MFOREST,1000mRiver,Unico dono,roadquality,dist-health-Km,dist-hosp,v212,v403,v720,v601,v606c,v608c,Areas95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,200365,2,959,0,24,0.0000000,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,1,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,200682,2,819,4,72,0.0555556,1,3,1,0,0,0,0,0,1,0,0,0,1,4,0,0,1,1,1,0,1,0,2,4,2,0,2,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,2,1,1,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,200657,2,841,1,83,0.0120482,1,5,1,0,1,0,3,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2,2,1,2,1,0,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,200582,2,597,0,72,0.0000000,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,2,1,3,0,0,2,0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,200496,2,244,3,48,0.0625000,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,2,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,2,1,1,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,200850,2,519,19,48,0.3958333,0,0,1,0,1,2,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,2,4,2,0,1,0,0,0,0,0,1,1,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,0,1,0,0,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,200148,2,996,2,60,0.0333333,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,2,0,0,2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,2,3,1,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,200937,2,425,4,72,0.0555556,1,2,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,2,1,2,1,0,1,1,2,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,2,0,2,1,1,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,201038,2,770,2,72,0.0277778,1,3,1,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,1,3,0,2,2,0,0,0,0,0,1,1,0,1,0,1,2,1,2,1,0,0,0,0,0,0,0,0,1,1,2,2,2,1,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,200535,2,922,0,36,0.0000000,0,1,1,0,1,2,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,2,0,1,2,1,0,0,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,1,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,200848,2,517,2,84,0.0238095,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,2,0,1,2,0,0,0,0,0,1,1,0,3,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,1,2,0,1,1,0,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,200529,2,253,3,48,0.0625000,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,2,1,0,0,2,2,1,0,0,0,1,1,1,2,0,1,1,1,2,1,0,1,0,1,0,0,1,0,0,0,2,2,1,2,1,1,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,200125,2,1014,0,72,0.0000000,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,1,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0,1,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,200290,2,149,0,60,0.0000000,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,3,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,2,3,3,1,1,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,200757,2,482,0,12,0.0000000,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,4,2,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,200843,2,512,1,42,0.0238095,0,1,1,0,1,1,2,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,2,0,2,0,1,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,200050,2,1102,2,84,0.0238095,1,3,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,2,2,2,0,0,2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,3,3,1,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,200326,2,989,0,58,0.0000000,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,4,2,0,1,0,0,0,0,0,1,1,1,2,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,2,3,1,1,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,200271,2,143,0,60,0.0000000,1,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,2,1,3,0,1,2,0,0,0,0,0,1,1,2,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,2,3,1,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,200747,2,492,0,36,0.0000000,0,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,1,1,2,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,1,0,2,0,0,0,0,1,2,2,1,2,1,0,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,200497,2,934,1,16,0.0625000,0,3,1,1,0,1,1,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,2,4,2,0,0,2,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,2,1,1,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,200168,2,1064,1,110,0.0090909,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,3,0,1,2,1,0,0,0,1,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,2,3,1,1,0,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,200089,2,1116,19,60,0.3166667,1,3,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,2,2,0,0,0,2,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,200298,2,1139,0,57,0.0000000,1,2,1,1,1,1,2,1,0,0,0,0,0,2,0,0,1,1,1,0,1,0,2,1,0,0,1,2,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,3,3,0,1,1,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,200285,2,1073,0,84,0.0000000,1,3,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,2,2,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,2,3,1,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,200137,2,1002,0,22,0.0000000,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,2,0,1,2,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,3,0,1,0,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,200317,2,1025,2,37,0.0540541,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,2,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,0,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,200170,2,1066,0,48,0.0000000,0,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,4,2,1,1,2,0,1,0,0,0,1,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,1,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,200127,2,1010,0,72,0.0000000,1,3,0,0,1,1,0,1,0,0,0,1,1,2,0,0,1,1,1,0,1,0,1,1,0,0,0,2,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,3,3,2,1,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,200131,2,1006,2,132,0.0151515,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,2,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,200203,2,100,4,72,0.0555556,1,3,1,1,1,1,3,2,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,3,2,1,0,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,201031,2,633,0,48,0.0000000,0,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,1,0,1,1,2,0,0,0,0,0,1,1,2,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,2,2,2,0,1,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,201116,2,719,4,57,0.0701754,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,4,2,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,200758,2,481,2,36,0.0555556,0,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,1,1,1,0,2,1,0,0,1,2,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,2,1,0,2,0,0,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,200533,2,924,0,12,0.0000000,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,1,3,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,200222,2,126,1,59,0.0169492,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,2,4,2,1,1,2,2,0,0,0,0,1,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,200968,2,542,1,24,0.0416667,0,3,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,2,1,1,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,200187,2,1078,0,72,0.0000000,1,2,1,1,1,1,0,1,0,0,0,0,0,4,0,0,1,1,1,0,1,0,1,1,0,0,2,2,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,3,2,1,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,200332,2,966,1,46,0.0217391,1,3,1,0,0,0,1,1,0,1,0,0,1,5,0,0,1,1,1,1,1,0,2,4,2,0,0,2,0,0,0,0,1,1,1,2,2,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,2,3,3,1,1,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,201176,2,775,14,48,0.2916667,0,3,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,3,2,2,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
